,audio_id,chunk_id,transcript
10,04af91d22e584237855b2341f4008341,2," Okay, so what does brokerage reversal mean? The brokerage that you trade on, the brokerage that is generated, they are given a reduction of up to Rs. 500. Okay, okay. Yes, sir. So, the amount is not withdrawn? No, it cannot be withdrawn nor used for trading purposes. Okay, okay. Yes, sir. Any other information, sir? No, nothing. Thank you for calling Choice Bank."
11,04af91d22e584237855b2341f4008341,1," Good morning, I am Sonakta Wadi speaking. Can I help you in any way? Yes, ma'am. I want to know about my referral and loan policy. Yes, sir. Referral and loan policy is this, where you refer a person, sir. They have to open an account and place a first trade. After placing a first trade, you will be credited Rs. 500 in your wallet. The brokerage that is generated will be used for reduction. Neither will you be able to withdraw that amount nor will you be able to use it for trading, sir."
12,41d023ee28fb44a689c5193b89bd5ba9,3," It will be delivered by 2 pm. If it is not delivered by 2 pm, it will be delivered by 9 pm tonight. If it is not delivered, then it will be delivered tomorrow. It will be delivered by 8 pm today. Okay sir. Thank you."
13,41d023ee28fb44a689c5193b89bd5ba9,2," Yes, ma'am. Rs. 50, sir? Yes. So, that's the time. You did it in the morning, before 10 o'clock, sir? Yes. Yes, so you should come by 2 o'clock, sir. If you don't come by 2 o'clock, then end of the day today. Today, you will come by the end of the day. I will check with the timing, sir."
14,41d023ee28fb44a689c5193b89bd5ba9,1," You are right, it is choice-mimic. Yesterday we did a video on the class-release, but it was not successful. When was it, sir? Today?"
15,98239c9f08cb4cd781986cf93dbef6ff,4," It will be received before 9 pm tonight. Ok, thank you. Any other information? No, thank you. Thank you for calling Choispun. Have a nice day. Ok, ok."
16,98239c9f08cb4cd781986cf93dbef6ff,3, How long will you be waiting for the call? We will receive the call before 9 pm today. Thank you very much. Any other information? No. Thank you for calling 26. Have a nice day.
17,98239c9f08cb4cd781986cf93dbef6ff,2," Hello, I was saying that I will show you the withdrawal request of the school but I didn't get it yet. Yes sir, you will receive this withdrawal till the end of the day. For example, the settlement holiday is on Monday, Tuesday, Saturday, Sunday and Friday. This will be credited to your account till the end of the day."
18,98239c9f08cb4cd781986cf93dbef6ff,1," Good morning, sir. Good morning, ma'am. Hello. Hello. Hello. Sir, I was saying that we will show you the school request that we have made. But it hasn't come yet. Yes, sir. Sir, you will receive this withdrawal by today's end. Like, it was a settlement holiday, sir. Monday, Tuesday, sir. Saturday, Sunday and Friday. This will be credited to your account by today's end, sir."
19,2b5684e3083a404cba9f0e2bb3d6f2f1,5, Thank you for calling Soysanx. Have a nice day.
20,2b5684e3083a404cba9f0e2bb3d6f2f1,4," F&O Futures and Options Trading Sir Ok, so you don't want to do it yourself? After that, you don't have to submit the income proof right? No Sir, there is no income proof. By default, the cash segment is activated. You can proceed. Ok, fine. Any other information? No, thank you. Thank you for calling SoySanx. Have a nice day. Thank you."
21,2b5684e3083a404cba9f0e2bb3d6f2f1,3," So, I have to tick on cash or on any other? If you want other segments, select them and attach the statement there. Either 6 months bank statement. I will tell you that I have to buy and sell only the normal share. Yes, by default cash segment is already activated. Proceed sir. What is there in equity derivative?"
22,2b5684e3083a404cba9f0e2bb3d6f2f1,2, I am opening the main account through the app. Yes sir. It has an option to select the segment. Yes sir.
23,2b5684e3083a404cba9f0e2bb3d6f2f1,1," Good afternoon, I am choice clinic Savvadi speaking. How can I help you? I am opening a new account through the app. Yes sir. It has an option to select segments. Yes sir."
24,d5528b9b1746404cb1779bf0befd00ad,3," Hello, is this the registration number? Hello? Hello? Hello? Is this the registration number? Which one? Hello? Is this the registration number? One minute. Yes, is this the registration number? Hello? Hello? Yes, what is she saying?"
25,d5528b9b1746404cb1779bf0befd00ad,2, The button is not clicking and the photo is not clicking. The button is not clicking.
26,d5528b9b1746404cb1779bf0befd00ad,1," I am going to send you a message. Hello. Yes. Madam, I am Sandeep Bani. Yes. I am not able to modify my bank. I have to change it. What is the issue? I am not able to press the modify button. And the photo, the proof photo, I am not able to click on it. Okay, you are not able to click on it. I will check one more time."
27,ba1bc1a54c1c491c8629c9d27ae8dfec,4, Thank you so much for your time.
28,ba1bc1a54c1c491c8629c9d27ae8dfec,3, Thank you.
29,ba1bc1a54c1c491c8629c9d27ae8dfec,2," I have no issues at all. Gaurav ji, there are no issues at all. Since when you are facing issues? I came here this morning. Please uninstall the application and uninstall the browser. Because there are no issues at all. I have done that. Please give a screenshot of that on Customer Care. On mail id? Yes, on CustomerCareAdviceChoice.com. This is our mail id."
30,ba1bc1a54c1c491c8629c9d27ae8dfec,1," Good morning, Joyce. Can you tell me one more thing? Good morning. Actually, I am downloading the Joyce app. It is sending an invalid token message. You have downloaded the application. It is sending an invalid token message. Yes, I have uninstalled it and installed it again. That is why this issue is coming. Okay, then no issue. I am talking to Gaurav. Yes, ma'am."
31,8a4e7218f6b143b9a7bfe8e02982b3dc,6," No, the way we behave"
32,8a4e7218f6b143b9a7bfe8e02982b3dc,5," and you will get two options there, buy and sell so you have to click on sell when you click on sell, an interface will open for sell so in that you have price, quantity, amount so the price which will be there, you have to put your stop loss on it that how much stop loss you have to keep ok, you have to put stop loss there, whatever the price will be and below that you will see the SL trigger price"
33,8a4e7218f6b143b9a7bfe8e02982b3dc,4," Top-Loss means you have bought any share. Okay? Yes. Whatever script you have bought, it has shown you in position. You have to go in position. You have to click on it. Whatever script name will be."
34,8a4e7218f6b143b9a7bfe8e02982b3dc,3," Sir, how to remove this stop loss? Sir, consider that you have bought any share. Okay? Yes. Whatever script you have bought, it has shown you in position. You have to go in position. You have to click on it. Whatever script name will be."
35,8a4e7218f6b143b9a7bfe8e02982b3dc,2, There are more students who study here.
36,8a4e7218f6b143b9a7bfe8e02982b3dc,1," Good evening, I am talking to Choice Broking. How can I help you? Hello Sir, I am asking that Sir, can charges be reduced or not? Can you reduce the charge of the brokerage? Yes Okay Sir, if you want to reduce the brokerage then you can contact your relationship manager He can help you in reducing the brokerage Yes And secondly"
37,080d91ecaaaf4ffebd08c8a317d7274b,6," Yes, the request has come for a payout. Please fill it. Okay. Do you want to know anything? I don't want to know anything else. Okay, then."
38,080d91ecaaaf4ffebd08c8a317d7274b,5," So what is the timing of the account getting hit? Sir, you will get the order at 2 in the afternoon. Please wait. Okay, okay. So the order has been placed, right?"
39,080d91ecaaaf4ffebd08c8a317d7274b,4," I am standing here, I just want to meet you. Yes sir, your request has come. I have been waiting for you since long. How much is this? Rs.496. How much? Rs.496 sir, you have paid the order, right? Yes, so what is the timing of this account getting hit? Sir, you will come in the afternoon at 2 o'clock, you can wait. Okay, okay, so the order has been placed, right?"
40,080d91ecaaaf4ffebd08c8a317d7274b,3," I am checking the plan for the case. Oh, making center. Today, wearing shoes and all, wearing white t-shirt and hat, the train is going to be a mess. I am not telling you. I am telling you. I am coming. You are wearing two suits and coming out. I am coming. I am not telling you. You are the one who is fighting."
41,080d91ecaaaf4ffebd08c8a317d7274b,2," Sir, I am asking because I have put a withdrawal in the morning. The order has been placed. Please tell me."
42,080d91ecaaaf4ffebd08c8a317d7274b,1," Good morning sir, Abhishek Verma here from Choice Phoenix. Sir, I am asking because I have placed an order in the morning."
43,9559283b7663487fae1f7a0629c7c538,4," Okay. Yes, sir. Did you make any other changes? No. Thank you for calling Choice Bank, Samna. No problem."
44,9559283b7663487fae1f7a0629c7c538,3," I opened my account on the same day and on Saturday I also traded in it. One day later only. Why is it so late? No sir, because exchange is closed from Saturday to Sunday. Approval is required from exchange side. Working 24 to 48 hours is required. You opened account on Friday, so you have to wait for today."
45,9559283b7663487fae1f7a0629c7c538,2," Yes sir, because your UCC is pending. Like you opened account on 13th of December Friday. Saturday and Sunday is non-working day for exchange. You have to wait. Today or tomorrow, after that you can add fund. Now your UCC is pending in procession."
46,9559283b7663487fae1f7a0629c7c538,1," Good morning, I am Choyal sir from ExiBuddy. Can I help you? Yes, good morning. Actually, my account has opened. I got a message but I am adding a fund so it is not happening. It is showing"
47,33a25d599b3147a98286ffe63d5f30d4,3," No, not at all. Did you call anyone else? No, not at all. Thank you for calling Soyspur. It was nice to meet you."
48,33a25d599b3147a98286ffe63d5f30d4,2," 3500, 3500, 3500 rupees. Yes, I have counted. Yes, sir, it is being slashed in the pending stage, sir. You had put it in the morning, after 4.30, sir, as it is after 5-10 minutes, this approval will be successfully reflected because you are given a time for modification, where you can update. Wait, sir, you will receive this before the end of the day."
49,33a25d599b3147a98286ffe63d5f30d4,1," Good afternoon, I am talking to Choices Brokerage. How can I help you? Ma'am, ETF001, I had put a request for withdrawal. I put it on Friday. Yes, yes. I put it on Friday, it was also cancelled. I put it on 3500 today, but the position is still pending. I was checking if there are any other requests."
50,1b10408fdb4f4b79928cf79520669190,9," Sorry Sir? The number from which the call came does not ring. Yes Sir, but you will have to call back. It is not a personal number. Yes, yes. Okay, I will call you back once I have the information. Yes, any other information? No Sir. Thank you for calling Cholesthanak."
51,1b10408fdb4f4b79928cf79520669190,8," Yes, yes. When they put the number, it doesn't come up."
52,1b10408fdb4f4b79928cf79520669190,7," Sir, we don't have any personal loan department number. You can connect with the person you are talking to. Yes, yes. We use that number, so it doesn't come up. Sorry, sir? The number from which the phone came doesn't come up. Yes, sir, but you have to contact them. We don't have any personal number, sir. Yes, yes. Okay, I will call you back for more information. Yes, sir. Any other information, sir? No, sir. Thank you for calling Cholesthani."
53,1b10408fdb4f4b79928cf79520669190,6," No sir, we are talking to the stock market department. If you want any information about the stock market, we can guide you. Okay ma'am. You are talking to the Choice App, right? Yes, we are talking to Choice Equity Broking. We are talking about equity and share market. Yes, understood. So, for the personal loan, which number will you have to dial?"
54,1b10408fdb4f4b79928cf79520669190,5," Sir, we don't have any personal loan facility here. Sir, you can contact the person who spoke to you through whom you spoke. Yes, yes. I got a call from there. I filled the documents and said that it will be done in 10 minutes. That's why I put the customer care number."
55,1b10408fdb4f4b79928cf79520669190,4, This was applied for a personal loan
56,1b10408fdb4f4b79928cf79520669190,3," Who is this regarding loan sir? Hello Who is this regarding loan sir? I applied for personal loan Sir, we don't have any personal loan facility here. Sir, you can contact the person who spoke to you through their number. Yes, I got a call from there. I filled the documents and said that it will be done in 10 minutes. That's why I put the customer care number."
57,1b10408fdb4f4b79928cf79520669190,2," Hello. Yes, tell me what is the issue? Hello, we had downloaded the app 24app the day before yesterday. We got a call from there. I had applied for some documents and I got a call. I applied for a loan."
58,1b10408fdb4f4b79928cf79520669190,1," Good morning, Choisal. Good morning, sir. Hello. Yes, sir. What can I do for you? Hello, ma'am. We had downloaded the app Choisal the day before yesterday. Okay, sir. We received a call from there. I had applied for some documents, so I got a call. I applied for a loan."
59,976a6cfe35454b7aa19e5a4ff34d77f9,7," Yes, it's fine. Okay. Any other questions? No, thank you. Thank you for calling Choice Clinic 780."
60,976a6cfe35454b7aa19e5a4ff34d77f9,6, What is the benefit of this? Brokerage is reduced. Brokerage is reduced. It is not used.
61,976a6cfe35454b7aa19e5a4ff34d77f9,5," It will not come in your account. No, it will not come in your account. What is the benefit of this? Just reduce the brokerage. The brokerage that you have invested, reduce it. It is not needed. Just that. Okay. Okay? Any other questions? No, okay. Thank you for calling Choice Phoenix 787."
62,976a6cfe35454b7aa19e5a4ff34d77f9,4," How much will you get on referral? On referral, the amount you get is 500. You have to open an account by referring and you have to trade. So you will get 500. But you cannot use 500. Like you cannot take credit in your account nor you can trade with it. Only 500 is used in brokerage. When you are trading, you get brokerage rebate."
63,976a6cfe35454b7aa19e5a4ff34d77f9,3," If you click on it,"
64,976a6cfe35454b7aa19e5a4ff34d77f9,2," How to share the app? Referral Yes, refer Sir, are you opening Choice Phoenix? It is done by Gromo Do you use Choice Phoenix app? Yes, I do Yes, there is a referral and on app If you click on it, it will ask you to write Refer via WhatsApp So, if you click on it"
65,976a6cfe35454b7aa19e5a4ff34d77f9,1," Good morning sir, Chhaya here from Choice Phoenix. How can I help you? Madam, how will this app be shared?"
66,495cc533ef094c4094bac506a8cc09e6,5," Yes, ma'am. Yes. Anyone else? No, ma'am. Thank you for calling Choispun. It was nice to meet you."
67,495cc533ef094c4094bac506a8cc09e6,4," So, what is the loan regarding? I have done it for a loan. What kind of loan regarding? For a personal loan. Sir, there is no personal loan provided on our platform. Who do you contact now? Who is the owner? Sir, how can we talk to him? If you need any information related to the stock market, we can provide it to him."
68,495cc533ef094c4094bac506a8cc09e6,3," I have to login it? Yes sir, you can login and trade also. Ok, I have done it for trading madam."
69,495cc533ef094c4094bac506a8cc09e6,2," Hello Yes Madam Is there an account under Vijay Ji's name? Yes Yes Sir, tell me what is the issue? What is the problem? Is there an account? Yes Sir, the account is active. Can you trade by logging in? I have to log in? Yes Sir, you can trade by logging in. I did not do it for trading Madam."
70,495cc533ef094c4094bac506a8cc09e6,1," Doctor, can I talk about Choice Connectivity? How can I help you? Madam, I have opened an account in Choice Connectivity. This is the account of Toba Jhade."
71,092977933f9e49e293dacbcfee79a574,7," Yes Ok Yes Any other information? No Ok, thank you so much sir, you are very good. Please share your feedback rating on the call."
72,092977933f9e49e293dacbcfee79a574,6," So, the success is in the app? Yes, sir. It has gone from our side, sir. That's why it is showing you. So, wait for now. You will get credit by evening. Okay. Okay? Okay. Any other information, sir? No. Okay. Thank you so much, sir. You are very good. Please share your feedback rating on the call."
73,092977933f9e49e293dacbcfee79a574,5," You have charged Rs.53 at 9 o'clock. If you have charged Rs.9, then you will get it till 2 o'clock. If you charge it after the market hour, then you will get it till the end of the day. So wait till the evening, it will be delivered by the end of the day. Ma'am, I had opened the market. I had charged Rs.50 and then I had charged Rs.10. If you have charged in the market hour, then wait till evening. Your bank will have credit till evening."
74,092977933f9e49e293dacbcfee79a574,4, I don't think it's a good idea.
75,092977933f9e49e293dacbcfee79a574,3," Yes, I checked once. Just give me a minute. Hello. Is it counted by the name of Prem Kumar? Hello. Yes, ma'am. When did you apply the withdrawal? No amount is shown here. You applied it in 1 minute 53."
76,092977933f9e49e293dacbcfee79a574,2," Ma'am, my dual remote is still not here. It can be in the app."
77,092977933f9e49e293dacbcfee79a574,1," Good morning, sir. This is Aditya. How are you, Mrs. Stu? Ma'am, my withdrawal amount is still not here. It can be in the app. Yes, I am checking it once, Mr. Dix. Please give me one minute. Counter with the name of Prem Kumar. Yes, ma'am. When did you withdraw? No amount is shown here. One minute. Did you withdraw for 53? I withdrew at 9."
78,07cadb37e8f143868ff6fa3096ff506d,5," Sir, the withdrawal is not on the same day. Sir, the withdrawal is not on the same day. When will it go? You can do it tomorrow, sir. Tomorrow, I can do it? Yes. Then tomorrow I will have to wait. Yes, the withdrawal is not on the same day. The same day pay-in and pay-out is not done, sir. Okay, thank you. Thank you, sir. Thank you for calling Choice Link 787."
79,07cadb37e8f143868ff6fa3096ff506d,4," Yes, it was 10,000 ADK. Yes, it was 10,000 ADK. I had to withdraw 5,000 from that."
80,07cadb37e8f143868ff6fa3096ff506d,3," Q for Queen, T for Tiger, F for Fish S for Ship"
81,07cadb37e8f143868ff6fa3096ff506d,2," He is talking to registered mobile number sir. No? No. Yes, tell me. Q? TF. TF? 0002. 0002. Actually, I also deposited 10,000. Aseem Tiwari? No, I can't do it. Q for Queen, T for Tiger, F for Fish. S for Ship."
82,07cadb37e8f143868ff6fa3096ff506d,1," Good morning sir, how are you? How can I help you sir? My number is ID is QTS triple G QTS"
83,40407b63125d4aac8b35bc86eb7ba134,7," Okay, thank you. Thank you so much sir, very good. Please share your feedback on the call."
84,40407b63125d4aac8b35bc86eb7ba134,6," Sir, if there is any query regarding any trade, you can call on the number of Call4Trade, then you will get confirmation there."
85,40407b63125d4aac8b35bc86eb7ba134,5," So what is the minimum and how can we use it? Sir, if there is any query regarding any trade, you can call on the number of Call for Trade. You will get confirmation there. Okay, thank you. Thank you so much sir, very good. Please share your feedback rating on the call."
86,40407b63125d4aac8b35bc86eb7ba134,4," No, actually I was showing success there. Yes, because it has already been sent from our side. It is already attached. So you wait till evening. It will come by 7 pm. If it does not come by 7 pm, then it will come by tomorrow morning in the next entry. Okay, okay, okay. Thank you. Any other information? No madam, thank you. Hello, hello, hello. Yes sir. It is saying that there is an option in the app called for trade."
87,40407b63125d4aac8b35bc86eb7ba134,3," Sir, you will be able to come today at 6-7 pm. You have applied 39,925. Wait till evening. If you don't come till evening, then you will be able to come tomorrow morning at 2 pm."
88,40407b63125d4aac8b35bc86eb7ba134,2," Madam, I have given the option of withdrawal. Till when will the balance be there? Ok, I will check once. This is your account. It is Sabinash's account. Yes, yes. Ok, please wait for a minute. When did you apply for withdrawal? Tell me the time. 4 pm. Did you apply yesterday evening? Yes, today. Today evening at 4 pm. Please wait for a minute."
89,40407b63125d4aac8b35bc86eb7ba134,1," Hello, this is Dixia from MSU. Hello. Madam, I have given the option of withdrawal. When will the balance be available? Okay, I will check once. Your account is Sabinash Names? Yes. Okay, one minute. When did you apply for withdrawal? Tell me the time. 4 pm. Did you apply yesterday evening? Yes, today. Today evening at 4 pm. One minute, please wait."
90,ba46e26fbec6443388d2f47f406135d6,5," Mohammad Rashid Yes Sir, you have deposited 20,000 If you deposit today, you can withdraw today Sir, you can withdraw tomorrow Tomorrow, I will withdraw tomorrow Will it come? Yes, sir, withdraw it tomorrow morning It will come, ok sir Ok, thank you"
91,ba46e26fbec6443388d2f47f406135d6,4," 80 58 No, it was 50 58 0 0 40, 890 40, 890 Yes"
92,ba46e26fbec6443388d2f47f406135d6,3," Yes ma'am? What is your registered mobile number? The number you are calling from your mobile number. No, this is not it. This is another number. Tell me. Uh... 8058? 80... 58? No, 58. 58? Zero? Zero? 40890? 40890? Yes."
93,ba46e26fbec6443388d2f47f406135d6,2," I deposited today only sir I didn't Sorry sir, I deposited today so I can't withdraw today sir It will happen tomorrow Yes, it will happen tomorrow I am just asking, if I place an order after the market closes, will it happen? Sorry sir, what are you saying? Sir, will you provide your registered mobile number or client id?"
94,ba46e26fbec6443388d2f47f406135d6,1," You are right, I am talking to Choice Snakes, how can I assist you? I have deposited Rs. 20,000, I cannot do 2 dollars."
95,5034d8bc522542fd8cf90bfcf4484410,3," Ok, means first we have to make a folder? Yes, first we have to make a folder, then select that folder and attach it there. Ok, then we will try this. Can you do anything else? Ok, thank you. Thank you for calling Choice Bank 793. You're welcome."
96,5034d8bc522542fd8cf90bfcf4484410,2," Now on the last signature, as the photo IP has been fetched in detail, now on the signature, the browsing signature will be there, by clicking on the browse, you will have to attach the signature there and proceed next. Yes, it is not happening on the browser. If you click on the browser, then the signature that you have done on the blank paper, you will have to attach that file."
97,5034d8bc522542fd8cf90bfcf4484410,1," Good morning, I am choice1x7D speaking, how can I help you? I am opening the account, would you like to start investing in mutual funds trade, stock market and both? But I am selecting both, it is not going ahead, it is stuck there. I will check, it will remain on the line. Ok."
98,b2800680773347b086d0388f7c034c0b,5," Ok ma'am Is there any other information? No ma'am Ma'am, if you want to do a report, you have to trade and do a report Or you can do it from here also No, you can do a report anyway First you do a report, then you will trade Then you will get a scratch card Then you will do a scratch Then you will do a report You will get a mail, that's how it happens Ok ma'am Thank you so much for your help, thank you Ok"
99,b2800680773347b086d0388f7c034c0b,4," So ma'am, there is nothing in it that is good. Yes, tell the client that he will share the first aid then he will share it with you."
100,b2800680773347b086d0388f7c034c0b,3," So ma'am, it is a trade and I am not telling you that it is a trade. No sir, when they will login, after that you will get a show pending and when they will trade, you will get a card for that. So ma'am, there is nothing in this show? Yes, tell the client that when they will complete the first trade, then they will show you."
101,b2800680773347b086d0388f7c034c0b,2," The two people you referred to, they tried to get us"
102,b2800680773347b086d0388f7c034c0b,1," Good morning, how are you? Hello. Good morning. I had referred two people to the service clinic. Why didn't I get a referral? I'll check. The two people you referred, they tried to contact us."
103,ccd213ef5024433183dec5c1bbb97722,6," Okay. Okay? Okay ma'am. Any other information sir? No ma'am. Okay, thank you so much sir. Very good. Please share your feedback rating on this call."
104,ccd213ef5024433183dec5c1bbb97722,5," I am showing the status successfully. It is showing successfully there. But sir, the time that you will get credited, if you put it in the market, then it will reflect till the end of the day. So wait till evening. You will receive till 6-7 PM. Okay. Okay? Okay. Any other information other than this? No. Okay. Thank you so much sir. Very good. Please share your feedback rating on this call."
105,ccd213ef5024433183dec5c1bbb97722,4," What is your name? Yogesh, right? Yogesh Singhal. What is the amount you have applied for? Rs. 6,09,800. Yes. This will be credited by the end of the day. Wait till the evening. You will get it by the end of the day. I am seeing this from my video."
106,ccd213ef5024433183dec5c1bbb97722,3," D4Dawg Okay D4Dawg 01 335 335, okay, stay on the line What's your name? Yogesh, right? Yogesh Singhal Okay, what's the amount you have applied for? Rs. 6,09,000 Yes This will be credited by the end of the day, sir Wait till the evening, sir You will get it by the end of the day I am seeing this from my video"
107,ccd213ef5024433183dec5c1bbb97722,2," I am working in Yogesh. Tell me what is the issue? Sir, there is nothing in this. I just withdrew the money. The cash hasn't come yet. Okay, I checked your status. First you can tell me your client code or register mobile number. I will check your details. D01-335 Sorry, B01-335, Yogesh Singhal. You are in Bombay, right?"
108,ccd213ef5024433183dec5c1bbb97722,1, How am I SIDISHI? I am Yogesh. What is the issue? Nothing. I just withdrew the money. I have not received the cash yet. I checked your status. Can you tell me your client code and register number? I will check your details. D01-335 Sorry? D01-335 Yogesh Singhal Superb! Thank you. Yogesh Singhal Superb Bombay!
109,21ad8cc64905407caefbb1b8ebcbad06,4," Yes, I am raising the funds in the Consent Department regarding this. Please give me 15 minutes to update your fund. Okay. Yes, the Larcha has come. Please give me 15 minutes to update it. Okay. Is there anyone else besides him? No. Thank you for calling Choice Bank. Have a nice day."
110,21ad8cc64905407caefbb1b8ebcbad06,3," You had done Rs. 8625, right sir? Yes. How much fund did you add, sir? Today, Rs. 15270, Rs. 500 and Rs. 6355. Yes. I added this amount. Last one. Rs. 6355, sir. Yes. Yes, sir. You can keep it blank. I am re-reasing it in the consent department. Keep it blank."
111,21ad8cc64905407caefbb1b8ebcbad06,2," Sorry Sir, what are you saying? Tell me clearly. I have just paid the amount. Yes Sir. It is not showing in the wallet. Okay Sir, one has been deducted but it is not reflecting in your wallet."
112,21ad8cc64905407caefbb1b8ebcbad06,1," Good morning, I am choice bank Sarvati speaking. How can I help you? I have done the transaction and it is not showing in the wallet. Sorry sir, what are you saying? Tell me clearly. I have just made the payment and it is not showing in the wallet. Okay sir, one has been deducted but it is not reflecting in your wallet."
113,3c91eabaf8ad4b819957783aa1301854,5," Sir, it will come to your account by 9. Okay, if it is not successful in the app, then I will not think about it. No sir, it tells success, it is said to modify it, it is given at 4. Success happens after 4, then it comes to your account by 9. Okay sir, it will come by 9. Thank you sir."
114,3c91eabaf8ad4b819957783aa1301854,4, Madam sir
115,3c91eabaf8ad4b819957783aa1301854,3," Sir, you have set the time after 10 pm, so we will come by 9 pm. Is this Shankarlal speaking? Yes. Shankarlal Meena. Bean amount paid 29,944, right? Yes. Yes, sir. We will come by 9 pm. Just a minute, I will check. I have set the time. Madam, sit down."
116,3c91eabaf8ad4b819957783aa1301854,2, Write. Tell me. 9772 9772 36 36 68 68 08 08
117,3c91eabaf8ad4b819957783aa1301854,1," Good evening, sir. I am talking to Choice Phoenix. How can I help you? Yes, ma'am. My name is Sankalal Meena. Yes, sir. Tell me. Ma'am, I had applied for a withdrawal. I am telling you that the withdrawal was a success, but I haven't received any compensation. Sir, when did you apply? At what time? I applied today. Will you provide your mobile number or client ID? Yes."
118,4b1ef34bba9248bcb9b78754987661a9,4," Your payout has also come, IDFC first payment. When will it be done? It will come today. Yes, it will come today. Thank you."
119,4b1ef34bba9248bcb9b78754987661a9,3," Yes, ma'am. Okay. Your payout has arrived. Please fill the first payment from IDFC. Yes, when will it be filled? In two minutes? Yes, it will be filled today. Okay. Please sign again."
120,4b1ef34bba9248bcb9b78754987661a9,2," Your... One minute. One lakh nine hundred and forty-two. One lakh nine hundred. I'll transfer it to you. Do you want me to complete it? Yes, complete it. Okay, one minute."
121,4b1ef34bba9248bcb9b78754987661a9,1," Good morning, sir. I just need to set up the site. Hello. Yes, I have just got the prayer done. Hello, sir. Hello. So, my balance is not there. Balance is not there. One minute."
122,2e82f3c3f71444999b4d3cf53f7ac53d,6," Yes, yes. Okay, okay madam. Then after that? Okay. After that your return will be done. Okay, fine madam. Yeah, thank you so much. Very good. Thank you."
123,2e82f3c3f71444999b4d3cf53f7ac53d,5," what to do with that link? You can put your Aadhaar card number, then put your OTP, after that your e-sign is completed. Okay, you mean to say the next step is you'll be sending a link, so in that Aadhaar"
124,2e82f3c3f71444999b4d3cf53f7ac53d,4," Madam, Madam, Madam, your voice is something disturbing. I am saying, I am providing an issue to the concern department. They will provide you a closure link on today's UOD. What to do with that link? You can put your Aadhaar card number, then put your OTP. After that, your e-sign is completed. Okay, you mean to say the next service, you will be sending a link, so in that, Aadhaar..."
125,2e82f3c3f71444999b4d3cf53f7ac53d,3, I am not a trader. There is no issue. So you have already sold your position right? Like you are existing holding. And now So now I am providing an issue to the consulting department sir. They will provide you a phaser link to your registered mail id on to the EOD. So you can do your e-cent with the help of the link. Once your e-cent is done it will be closed. Okay?
126,2e82f3c3f71444999b4d3cf53f7ac53d,2," Ok, we are online sir. I am checking it. So if you are not using this account, if you want I suggest you please do not close this. No, no, no, not required to do that."
127,2e82f3c3f71444999b4d3cf53f7ac53d,1," Yeah, very good morning to you. How may I help you? Actually, I want to close my account. Okay, why do you want to close your account? No, no, no, I'm not using it actually. Okay, be online, sir. I'm checking it. So, if you're not using this account, then in future if you want, I suggest you please don't close it. No, no, no, not required. It's a good thing."
128,30f9ffda80864c7e946becd5c45891d4,8, Do you know anything else? Apart from this... Do you know anything else? I don't have any other questions. Thank you so much. That was very good. Thank you.
129,30f9ffda80864c7e946becd5c45891d4,7," What is your name? Akash? Yes, Akash Narayan. So, after you do the first trade with your client, you will receive an amount. How will that happen? When you will have your first trade, right? So, after that, when you will do the trade, the brokerage you will get, we will do the reversal of that brokerage."
